"","incident_number","incident_date","call_type_description","location","reporting_district","station","received","cleared","disposition","latitude","longitude","map_point.latitude","map_point.longitude"
"1232","21004982",2021-04-24,"Emergency Medical Service (EMS)","900BLK 3RD ST","E-6","Station 1 ",2021-04-24 17:19:15,2021-04-24 17:42:49,"Report              ","34.021749309626173","-118.50322907160357","34.0217493096262","-118.503229071604"
"1233","21004985",2021-04-24,"Emergency Medical Service (EMS)","1500BLK WILSHIRE BLVD","E-4","Station 3 ",2021-04-24 18:28:21,2021-04-24 19:02:22,"Report              ","34.027929629057851","-118.48742901240205","34.0279296290579","-118.487429012402"
"1234","21004984",2021-04-24,"Emergency Medical Service (EMS)","300BLK 17TH ST","E-4","Station 3 ",2021-04-24 18:24:03,2021-04-24 19:18:42,"Report              ","34.0394043907536","-118.49808392797124","34.0394043907536","-118.498083927971"
"1235","21004995",2021-04-24,"Emergency Medical Service (EMS)","2800BLK NEILSON WAY","E-2S","Station 2 ",2021-04-24 23:49:40,2021-04-25 00:19:16,"Report              ","34.000129639725479","-118.48270730065333","34.0001296397255","-118.482707300653"
"1236","21004996",2021-04-25,"Emergency Medical Service (EMS)","2600BLK MAIN ST ","E-2S","Station 2 ",2021-04-25 00:22:10,2021-04-25 00:31:00,"Report              ","34.001636581377589","-118.48321105614735","34.0016365813776","-118.483211056147"
"1237","21004997",2021-04-25,"Emergency Medical Service (EMS)","1400BLK 17TH ST","E-3","Station 3 ",2021-04-25 00:26:42,2021-04-25 00:38:43,"Report              ","34.025713174897128","-118.48207177139247","34.0257131748971","-118.482071771392"
"1238","21004999",2021-04-25,"Emergency Medical Service (EMS)","1600BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-04-25 01:40:49,2021-04-25 01:52:35,"Report              ","34.025959629994375","-118.48337928475414","34.0259596299944","-118.483379284754"
"1239","21005000",2021-04-25,"Emergency Medical Service (EMS)","2500BLK PICO BLVD","E-5N","Station 5 ",2021-04-25 02:34:45,2021-04-25 02:57:53,"Report              ","34.0226224435725","-118.46356313863443","34.0226224435725","-118.463563138634"
"1240","21005001",2021-04-25,"Emergency Medical Service (EMS)","2300BLK 14TH ST","E-5N","Station 5 ",2021-04-25 03:14:48,2021-04-25 03:45:49,"Report              ","34.012939750272565","-118.47278014001951","34.0129397502726","-118.47278014002"
"1241","21005003",2021-04-25,"Emergency Medical Service (EMS)","2700BLK PICO BLVD","E-5N","Station 5 ",2021-04-25 04:16:19,2021-04-25 04:38:58,"Report              ","34.023755054054774","-118.46143813599403","34.0237550540548","-118.461438135994"
"1242","21005004",2021-04-25,"Emergency Medical Service (EMS)","500BLK WASHINGTON AVE","E-6","Station 1 ",2021-04-25 06:04:25,2021-04-25 06:12:39,"Report              ","34.022996989241385","-118.50008350233107","34.0229969892414","-118.500083502331"
"1243","21005005",2021-04-25,"Emergency Medical Service (EMS)","5TH ST / COLORADO AVE","E-1","Station 1 ",2021-04-25 06:41:31,2021-04-25 06:47:27,"Report              ","34.014496755234887","-118.49106592385739","34.0144967552349","-118.491065923857"
"1244","21005006",2021-04-25,"Emergency Medical Service (EMS)","2400BLK VIRGINIA AVE","E-5N","Station 5 ",2021-04-25 07:03:26,2021-04-25 07:19:11,"Report              ","34.0244499861218","-118.46578879848127","34.0244499861218","-118.465788798481"
"1245","21005007",2021-04-25,"Emergency Medical Service (EMS)","2200BLK MAIN ST","E-2N","Station 2 ",2021-04-25 07:59:29,2021-04-25 08:21:34,"Report              ","34.005230429495136","-118.48696397796211","34.0052304294951","-118.486963977962"
"1246","21005010",2021-04-25,"Emergency Medical Service (EMS)","17TH ST / BROADWAY","E-3","Station 3 ",2021-04-25 10:38:34,2021-04-25 10:45:08,"Report              ","34.025044355881477","-118.48128711923188","34.0250443558815","-118.481287119232"
"1247","21005011",2021-04-25,"Emergency Medical Service (EMS)","2000BLK PICO BLVD ","E-5N","Station 5 ",2021-04-25 11:08:06,2021-04-25 11:30:16,"Report              ","34.019530460670424","-118.46936921380218","34.0195304606704","-118.469369213802"
"1248","21005012",2021-04-25,"Emergency Medical Service (EMS)","2400BLK MAIN ST ","E-2N","Station 2 ",2021-04-25 12:28:52,2021-04-25 12:34:54,"Report              ","34.004105605512365","-118.48569421015073","34.0041056055124","-118.485694210151"
"1249","21005013",2021-04-25,"Emergency Medical Service (EMS)","2900BLK PICO BLVD","E-5N","Station 5 ",2021-04-25 12:34:05,2021-04-25 12:39:26,"Report              ","34.025100304589095","-118.45890422491723","34.0251003045891","-118.458904224917"
"1250","21005015",2021-04-25,"Emergency Medical Service (EMS)","NEILSON WAY / HOLLISTER AVE","E-2N","Station 2 ",2021-04-25 12:53:03,2021-04-25 13:01:22,"Report              ","34.003934267032733","-118.48651721868168","34.0039342670327","-118.486517218682"
"1251","21005018",2021-04-25,"Emergency Medical Service (EMS)","3200BLK AIRPORT AVE ","E-5S","Station 5 ",2021-04-25 15:00:58,2021-04-25 15:38:31,"Report              ","34.015120490947851","-118.4477240840548","34.0151204909479","-118.447724084055"
"1252","21005020",2021-04-25,"Emergency Medical Service (EMS)","1100BLK 26TH ST","E-4","Station 3 ",2021-04-25 15:35:38,2021-04-25 15:58:34,"Report              ","34.036661275161144","-118.4782326871084","34.0366612751611","-118.478232687108"
"1253","21005025",2021-04-25,"Emergency Medical Service (EMS)","4TH ST / WILSHIRE BLVD","E-6","Station 1 ",2021-04-25 17:29:44,2021-04-25 18:02:31,"Report              ","34.019112770647077","-118.49830369393644","34.0191127706471","-118.498303693936"
"1254","21005027",2021-04-25,"Emergency Medical Service (EMS)","3200BLK WILSHIRE BLVD","E-4","Station 3 ",2021-04-25 18:18:50,2021-04-25 18:37:56,"Report              ","34.04061313262703","-118.47177213290792","34.040613132627","-118.471772132908"
"1255","21005026",2021-04-25,"Emergency Medical Service (EMS)","2200BLK VIRGINIA AVE ","E-5N","Station 5 ",2021-04-25 18:06:59,2021-04-25 18:50:11,"Report              ","34.022070290859993","-118.46872565880054","34.02207029086","-118.468725658801"
"1256","21005031",2021-04-25,"Emergency Medical Service (EMS)","200BLK EUCLID ST","E-4","Station 3 ",2021-04-25 19:54:42,2021-04-25 20:17:52,"Report              ","34.037442090110865","-118.50316205860212","34.0374420901109","-118.503162058602"
"1257","21005035",2021-04-25,"Emergency Medical Service (EMS)","LINCOLN BLVD / NAVY ST","E-2S","Station 2 ",2021-04-25 23:15:26,2021-04-25 23:23:12,"Report              ","34.003041549738334","-118.47106730807934","34.0030415497383","-118.471067308079"
"1258","21005034",2021-04-25,"Emergency Medical Service (EMS)","14TH ST / COLORADO AVE","E-3","Station 3 ",2021-04-25 22:41:50,2021-04-25 23:27:59,"Report              ","34.021412250309581","-118.48257251384764","34.0214122503096","-118.482572513848"
"1259","21005036",2021-04-25,"Emergency Medical Service (EMS)","900BLK 26TH ST","E-4","Station 3 ",2021-04-25 23:16:27,2021-04-25 23:39:52,"Report              ","34.039374153351481","-118.48140463929552","34.0393741533515","-118.481404639296"
"1260","21005039",2021-04-26,"Emergency Medical Service (EMS)","900BLK 20TH ST","E-4","Station 3 ",2021-04-26 00:11:02,2021-04-26 00:12:29,"Cancelled           ","34.034784069831026","-118.48715031904636","34.034784069831","-118.487150319046"
"1261","21005040",2021-04-26,"Emergency Medical Service (EMS)","800BLK ASHLAND AVE","E-2S","Station 2 ",2021-04-26 01:13:52,2021-04-26 01:46:20,"Report              ","34.005210668328445","-118.47303441685349","34.0052106683284","-118.473034416853"
"1262","21005041",2021-04-26,"Emergency Medical Service (EMS)","2000BLK MAIN ST","E-2N","Station 2 ",2021-04-26 01:46:35,2021-04-26 01:56:22,"Report              ","34.006768918308296","-118.48851244090849","34.0067689183083","-118.488512440908"
"1263","21005044",2021-04-26,"Emergency Medical Service (EMS)","1300BLK 14TH ST","E-3","Station 3 ",2021-04-26 04:32:48,2021-04-26 05:15:46,"Report              ","34.024749793151628","-118.48647536861191","34.0247497931516","-118.486475368612"
"1264","21005045",2021-04-26,"Emergency Medical Service (EMS)","1100BLK LINCOLN BLVD ","E-6","Station 1 ",2021-04-26 05:04:40,2021-04-26 05:25:33,"Report              ","34.022864120169992","-118.49532323566156","34.02286412017","-118.495323235662"
"1265","21005048",2021-04-26,"Emergency Medical Service (EMS)","1300BLK EUCLID ST","E-3","Station 3 ",2021-04-26 06:17:04,2021-04-26 06:30:01,"Report              ","34.023980992973314","-118.48742110243425","34.0239809929733","-118.487421102434"
"1266","21005052",2021-04-26,"Emergency Medical Service (EMS)","1300BLK 17TH ST","E-3","Station 3 ",2021-04-26 10:26:23,NA,"Report              ","34.027049563881363","-118.4836367205191","34.0270495638814","-118.483636720519"
"1267","21005053",2021-04-26,"Emergency Medical Service (EMS)","1500BLK OCEAN AVE","E-1","Station 1 ",2021-04-26 10:51:38,2021-04-26 11:00:38,"Report              ","34.012088541579821","-118.49565711760555","34.0120885415798","-118.495657117606"
"1268","21005054",2021-04-26,"Emergency Medical Service (EMS)","700BLK BROADWAY ","E-1","Station 1 ",2021-04-26 10:56:57,2021-04-26 11:09:43,"Report              ","34.01776007747705","-118.49027662769584","34.0177600774771","-118.490276627696"
"1269","21005058",2021-04-26,"Emergency Medical Service (EMS)","1400BLK LINCOLN BLVD","E-1","Station 1 ",2021-04-26 11:21:39,2021-04-26 11:32:58,"Report              ","34.018811799682638","-118.49058730599012","34.0188117996826","-118.49058730599"
"1270","21005056",2021-04-26,"Emergency Medical Service (EMS)","1900BLK PICO BLVD ","E-3","Station 3 ",2021-04-26 11:05:35,2021-04-26 11:34:55,"Report              ","34.018957623183738","-118.47044376097881","34.0189576231837","-118.470443760979"
"1271","21005057",2021-04-26,"Emergency Medical Service (EMS)","2000BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-04-26 11:21:25,2021-04-26 11:54:43,"Report              ","34.029065058266951","-118.47954200229255","34.029065058267","-118.479542002293"
"1272","21005061",2021-04-26,"Emergency Medical Service (EMS)","2800BLK 3RD ST","E-2S","Station 2 ",2021-04-26 11:54:33,2021-04-26 12:23:47,"Report              ","34.0008886133697","-118.47995428314131","34.0008886133697","-118.479954283141"
"1273","21005063",2021-04-26,"Emergency Medical Service (EMS)","1200BLK MAPLE ST","E-2N","Station 2 ",2021-04-26 12:04:16,2021-04-26 12:39:58,"Report              ","34.009960580417385","-118.4730970407328","34.0099605804174","-118.473097040733"
"1274","21005064",2021-04-26,"Emergency Medical Service (EMS)","1400BLK BERKELEY ST","E-3","Station 3 ",2021-04-26 12:33:33,2021-04-26 12:44:35,"Report              ","34.037095926524522","-118.46865148003305","34.0370959265245","-118.468651480033"
"1275","21005067",2021-04-26,"Emergency Medical Service (EMS)","900BLK 24TH ST","E-4","Station 3 ",2021-04-26 13:12:56,2021-04-26 13:40:04,"Report              ","34.037848722640589","-118.4833714402612","34.0378487226406","-118.483371440261"
"1276","21005068",2021-04-26,"Emergency Medical Service (EMS)","2600BLK SANTA MONICA BLVD","E-3","Station 3 ",2021-04-26 13:28:50,2021-04-26 13:52:29,"Report              ","34.033629882895227","-118.47390686790064","34.0336298828952","-118.473906867901"
"1277","21005071",2021-04-26,"Emergency Medical Service (EMS)","1000BLK 11TH ST","E-6","Station 1 ",2021-04-26 13:54:19,2021-04-26 14:03:34,"Report              ","34.026534031654727","-118.49408770094642","34.0265340316547","-118.494087700946"
"1278","21005072",2021-04-26,"Emergency Medical Service (EMS)","1100BLK 9TH ST","E-6","Station 1 ",2021-04-26 14:19:13,2021-04-26 14:48:02,"Report              ","34.023631676077493","-118.49438037746184","34.0236316760775","-118.494380377462"
"1279","21005069",2021-04-26,"Emergency Medical Service (EMS)","1600BLK MAIN ST ","E-1","Station 1 ",2021-04-26 13:33:38,2021-04-26 15:01:44,"Report              ",NA,NA,NA,NA
"1280","21005073",2021-04-26,"Emergency Medical Service (EMS)","1300BLK 14TH ST","E-3","Station 3 ",2021-04-26 14:54:46,2021-04-26 15:12:49,"Report              ","34.024749793151628","-118.48647536861191","34.0247497931516","-118.486475368612"
"1281","21005074",2021-04-26,"Emergency Medical Service (EMS)","LINCOLN BLVD / PICO BLVD","E-2N","Station 2 ",2021-04-26 14:57:06,2021-04-26 15:13:19,"Report              ","34.01229211421488","-118.48295959762244","34.0122921142149","-118.482959597622"
"1282","21005077",2021-04-26,"Emergency Medical Service (EMS)","LINCOLN BLVD / WASHINGTON AVE","E-6","Station 1 ",2021-04-26 15:22:54,2021-04-26 15:33:48,"Report              ","34.024917540973995","-118.49772093668004","34.024917540974","-118.49772093668"
"1283","21005075",2021-04-26,"Emergency Medical Service (EMS)","4TH ST / SANTA MONICA BLVD","E-1","Station 1 ",2021-04-26 15:17:05,2021-04-26 15:43:27,"Report              ","34.016413146161284","-118.49515045817309","34.0164131461613","-118.495150458173"
"1284","21005078",2021-04-26,"Emergency Medical Service (EMS)","1800BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-04-26 15:50:33,2021-04-26 16:01:22,"Report              ","34.013054148282436","-118.48384793382931","34.0130541482824","-118.483847933829"
"1285","21005079",2021-04-26,"Emergency Medical Service (EMS)","1100BLK BROADWAY","E-1","Station 1 ",2021-04-26 16:03:42,2021-04-26 16:11:27,"Report              ","34.020825946015016","-118.48649134300446","34.020825946015","-118.486491343004"
"1286","21005082",2021-04-26,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-04-26 17:30:43,2021-04-26 17:38:20,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"1287","21005083",2021-04-26,"Emergency Medical Service (EMS)","1900BLK LINCOLN BLVD ","E-2N","Station 2 ",2021-04-26 17:43:16,2021-04-26 18:03:22,"Report              ","34.011956687948356","-118.48256326972424","34.0119566879484","-118.482563269724"
"1288","21005081",2021-04-26,"Emergency Medical Service (EMS)","100BLK MARGUERITA AVE","E-6","Station 1 ",2021-04-26 17:29:29,2021-04-26 18:34:54,"Report              ","34.025263794553581","-118.51048575039913","34.0252637945536","-118.510485750399"
"1289","21005087",2021-04-26,"Emergency Medical Service (EMS)","2200BLK CALIFORNIA AVE","E-4","Station 3 ",2021-04-26 20:18:16,2021-04-26 20:53:53,"Report              ","34.034446156023144","-118.48269929345716","34.0344461560231","-118.482699293457"
"1290","21005088",2021-04-26,"Emergency Medical Service (EMS)","900BLK 21ST ST","E-4","Station 3 ",2021-04-26 20:29:45,2021-04-26 20:56:09,"Report              ","34.035549127558696","-118.48620670489038","34.0355491275587","-118.48620670489"
"1291","21005089",2021-04-26,"Emergency Medical Service (EMS)","2ND ST / BROADWAY","E-1","Station 1 ",2021-04-26 20:39:46,2021-04-26 21:05:31,"Report              ","34.013539149423771","-118.49547312798575","34.0135391494238","-118.495473127986"
"1292","21005091",2021-04-26,"Emergency Medical Service (EMS)","3100BLK 4TH ST","E-2S","Station 2 ",2021-04-26 21:39:41,2021-04-26 22:13:43,"Report              ","33.999416699756857","-118.4769049282083","33.9994166997569","-118.476904928208"
"1293","21005092",2021-04-26,"Emergency Medical Service (EMS)","2600BLK MAIN ST","E-2S","Station 2 ",2021-04-26 22:04:30,2021-04-26 22:19:04,"Report              ","34.001636581377589","-118.48321105614735","34.0016365813776","-118.483211056147"
"1294","21005093",2021-04-26,"Emergency Medical Service (EMS)","1900BLK 19TH ST","E-3","Station 3 ",2021-04-26 22:30:48,2021-04-26 22:57:43,"Report              ","34.020486400147377","-118.47228805695444","34.0204864001474","-118.472288056954"
"1295","21005094",2021-04-27,"Emergency Medical Service (EMS)","1200BLK OCEAN AVE","E-6","Station 1 ",2021-04-27 00:05:39,2021-04-27 00:26:05,"Report              ","34.016155154495145","-118.50041524044029","34.0161551544951","-118.50041524044"
"1296","21005095",2021-04-27,"Emergency Medical Service (EMS)","1100BLK 7TH ST","E-6","Station 1 ",2021-04-27 03:07:04,2021-04-27 03:22:48,"Report              ","34.022098187438566","-118.49627115847869","34.0220981874386","-118.496271158479"
"1297","21005101",2021-04-27,"Emergency Medical Service (EMS)","2300BLK PEARL ST","E-5N","Station 5 ",2021-04-27 06:56:49,2021-04-27 07:30:28,"Report              ","34.019087736782396","-118.46318023178935","34.0190877367824","-118.463180231789"
"1298","21005104",2021-04-27,"Emergency Medical Service (EMS)","2000BLK 20TH ST","E-3","Station 3 ",2021-04-27 08:52:25,2021-04-27 08:56:51,"Report              ","34.020175232492278","-118.47008655853357","34.0201752324923","-118.470086558534"
"1299","21005108",2021-04-27,"Emergency Medical Service (EMS)","1100BLK 3RD ST","E-6","Station 1 ",2021-04-27 10:22:12,2021-04-27 10:37:30,"Report              ","34.0190350250185","-118.50005243245406","34.0190350250185","-118.500052432454"
"1300","21005109",2021-04-27,"Emergency Medical Service (EMS)","LINCOLN BLVD / SANTA MONICA BLVD","E-1","Station 1 ",2021-04-27 11:02:41,2021-04-27 11:14:48,"Report              ","34.019096627007485","-118.49184359894414","34.0190966270075","-118.491843598944"
